Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type
50926,,"SK2206",422000,306000,,"England",10,2,2012,2013,"WCBS"
50927,,"SE5974",459000,474000,,"England",10,9,2012,2020,"WCBS"
50928,,"NJ9961",399000,861000,,"Scotland",10,7,2009,2018,"WCBS"
50929,,"NK0457",404000,857000,,"Scotland",10,8,2009,2018,"WCBS"
50930,,"ST7581",375000,181000,,"England",10,6,2007,2012,"WCBS"
50931,,"SP9026",490000,226000,,"England",10,12,2009,2020,"WCBS"
50932,,"TL2042",520000,242000,,"England",10,1,2009,2009,"WCBS"
50933,,"NY1847",318000,547000,,"England",10,8,2009,2020,"WCBS"
50934,,"NY5651",356000,551000,,"England",10,1,2009,2009,"WCBS"
50935,,"NY7907",379000,507000,,"England",10,5,2007,2012,"WCBS"
50936,,"SD1868",318000,468000,,"England",10,6,2009,2020,"WCBS"
50937,,"NT8544",385000,644000,,"Scotland",10,6,2009,2014,"WCBS"
50938,,"ST6070",360000,170000,,"England",10,10,2007,2020,"WCBS"
50939,,"TL2486",524000,286000,,"England",10,8,2009,2019,"WCBS"
50940,,"SN6861",268000,261000,,"Wales",10,2,2009,2010,"WCBS"
50941,,"SJ5958",359000,358000,,"England",10,6,2009,2014,"WCBS"
50942,,"SJ9385",393000,385000,,"England",10,5,2007,2011,"WCBS"
50943,,"SW6727",167000,27000,,"England",10,2,2009,2019,"WCBS"
50944,,"SY9594",395000,94000,,"England",10,12,2009,2020,"WCBS"
50945,,"SZ0176",401000,76000,,"England",10,12,2009,2020,"WCBS"
50946,,"SZ0497",404000,97000,,"England",10,11,2009,2020,"WCBS"
50947,,"TL4903",549000,203000,,"England",10,9,2009,2019,"WCBS"
50948,,"SH6930",269000,330000,,"Wales",10,2,2006,2009,"WCBS"
50949,,"SU2810",428000,110000,,"England",10,9,2007,2015,"WCBS"
50950,,"SU5127",451000,127000,,"England",10,12,2007,2020,"WCBS"
50951,,"SU6207",462000,107000,,"England",10,11,2009,2020,"WCBS"
50952,,"TL8339",583000,239000,,"England",10,10,2009,2020,"WCBS"
50953,,"TM0815",608000,215000,,"England",10,1,2009,2009,"WCBS"
50954,,"SE6244",462000,444000,,"England",10,12,2009,2020,"WCBS"
50955,,"SO0501",305000,201000,,"Wales",10,5,2009,2013,"WCBS"
50956,,"SD9904",399000,404000,,"England",10,10,2009,2020,"WCBS"
50957,,"TQ5390",553000,190000,,"England",10,12,2009,2020,"WCBS"
50958,,"SD6608",366000,408000,,"England",10,8,2009,2019,"WCBS"
50959,,"SK3878",438000,378000,,"England",10,11,2009,2020,"WCBS"
50960,,"SX6060",260000,60000,,"England",10,6,2009,2014,"WCBS"
50961,,"SX6946",269000,46000,,"England",10,5,2009,2013,"WCBS"
50962,,"SX7779",277000,79000,,"England",10,12,2009,2020,"WCBS"
50963,,"SY0192",301000,92000,,"England",10,7,2009,2015,"WCBS"
50964,,"ST8027",380000,127000,,"England",10,1,2009,2009,"WCBS"
50965,,"SY4690",346000,90000,,"England",10,12,2009,2020,"WCBS"
50966,,"SY7385",373000,85000,,"England",10,10,2009,2019,"WCBS"
50967,,"TG2215",622000,315000,,"England",10,14,2007,2020,"WCBS"
50968,,"TG3031",630000,331000,,"England",10,2,2009,2010,"WCBS"
50969,,"TG4124",641000,324000,,"England",10,10,2007,2020,"WCBS"
50970,,"TL9697",596000,297000,,"England",10,4,2009,2013,"WCBS"
50971,,"SU6725",467000,125000,,"England",10,12,2007,2019,"WCBS"
50972,,"SU6928",469000,128000,,"England",10,9,2007,2016,"WCBS"
50973,,"SZ5177",451000,77000,,"England",10,7,2009,2020,"WCBS"
50974,,"TL1515",515000,215000,,"England",10,3,2006,2010,"WCBS"
50975,,"TQ1492",514000,192000,,"England",10,11,2009,2019,"WCBS"
50976,,"NJ0733",307000,833000,,"Scotland",10,3,2009,2011,"WCBS"
50977,,"NH9619",296000,819000,,"Scotland",10,5,2009,2018,"WCBS"
50978,,"TQ5568",555000,168000,,"England",10,10,2009,2020,"WCBS"
50979,,"TQ9159",591000,159000,,"England",10,11,2008,2018,"WCBS"
50980,,"TR0642",606000,142000,,"England",10,12,2007,2018,"WCBS"
50981,,"NS6546",265000,646000,,"Scotland",10,8,2009,2016,"WCBS"
50982,,"SD5822",358000,422000,,"England",10,1,2009,2009,"WCBS"
50983,,"TF7206",572000,306000,,"England",10,3,2009,2011,"WCBS"
50984,,"SJ3036",330000,336000,,"England",10,10,2007,2016,"WCBS"
50985,,"ST3036",330000,136000,,"England",10,1,2009,2009,"WCBS"
50986,,"ST3215",332000,115000,,"England",10,9,2007,2015,"WCBS"
50987,,"TQ1662",516000,162000,,"England",10,11,2009,2020,"WCBS"
50988,,"SU9105",491000,105000,,"England",10,1,2009,2009,"WCBS"
50989,,"ST4355",343000,155000,,"England",10,6,2007,2020,"WCBS"
50990,,"ST4919",349000,119000,,"England",10,1,2009,2009,"WCBS"
50991,,"SK9520",495000,320000,,"England",10,1,2009,2009,"WCBS"
50992,,"TL6381",563000,281000,,"England",10,11,2009,2019,"WCBS"
50993,,"TL7866",578000,266000,,"England",10,9,2009,2020,"WCBS"
50994,,"TM3450",634000,250000,,"England",10,12,2009,2020,"WCBS"
50995,,"TM3762",637000,262000,,"England",10,4,2009,2019,"WCBS"
50996,,"SU9344",493000,144000,,"England",10,12,2007,2018,"WCBS"
50997,,"TM2087",620000,287000,,"England",10,8,2007,2020,"WCBS"
50998,,"SP7679",476000,279000,,"England",10,5,2009,2018,"WCBS"
50999,,"SP7754",477000,254000,,"England",10,10,2009,2020,"WCBS"
51000,,"SP9992",499000,292000,,"England",10,2,2009,2013,"WCBS"
51001,,"SK7996",479000,396000,,"England",10,13,2007,2019,"WCBS"
51002,,"HY5005",350000,1005000,,"Scotland",10,1,2009,2009,"WCBS"
51003,,"SP3523",435000,223000,,"England",10,11,2009,2019,"WCBS"
51004,,"SU5285",452000,185000,,"England",10,4,2009,2012,"WCBS"
51005,,"SU6289",462000,189000,,"England",10,11,2009,2019,"WCBS"
51006,,"SU6579",465000,179000,,"England",10,3,2009,2013,"WCBS"
51007,,"SU6984",469000,184000,,"England",10,13,2007,2019,"WCBS"
51008,,"SM8010",180000,210000,,"Wales",10,10,2009,2020,"WCBS"
51009,,"SM9234",192000,234000,,"Wales",10,11,2009,2019,"WCBS"
51010,,"NN8414",284000,714000,,"Scotland",10,1,2009,2009,"WCBS"
51011,,"SO2054",320000,254000,,"Wales",10,14,2007,2020,"WCBS"
51012,,"SO2574",325000,274000,,"Wales",10,4,2009,2015,"WCBS"
51013,,"NN7600",276000,700000,,"Scotland",10,3,2007,2009,"WCBS"
51014,,"NR6346",163000,646000,,"Scotland",10,1,2007,2007,"WCBS"
51015,,"NY5506",355000,506000,,"England",10,2,2007,2008,"WCBS"
51016,,"TQ1608",516000,108000,,"England",10,11,2009,2019,"WCBS"
51017,,"TL0132",501000,232000,,"England",10,6,2009,2014,"WCBS"
51018,,"SU0030",400000,130000,,"England",10,4,2009,2020,"WCBS"
51019,,"SU2032",420000,132000,,"England",10,1,2009,2009,"WCBS"
51020,,"SU2187",421000,187000,,"England",10,4,2009,2012,"WCBS"
51021,,"SD9627",396000,427000,,"England",10,1,2009,2009,"WCBS"
51022,,"SE2092",420000,492000,,"England",10,6,2009,2016,"WCBS"
51023,,"NS3355",233000,655000,,"Scotland",10,9,2009,2018,"WCBS"
51024,,"SK3828",438000,328000,,"England",10,10,2009,2020,"WCBS"
51025,,"TL0280",502000,280000,,"England",10,10,2009,2020,"WCBS"
51026,,"SX0871",208000,71000,,"England",10,11,2009,2019,"WCBS"
51027,,"J2365",134675,521426,,"Northern Ireland",10,1,2007,2007,"WCBS"
51028,,"SE8786",487000,486000,,"England",10,1,2006,2006,"WCBS"
51029,,"NH8646",286000,846000,,"Scotland",10,3,2007,2020,"WCBS"
51030,,"SN8003",280000,203000,,"Wales",10,2,2007,2008,"WCBS"
51031,,"SN8026",280000,226000,,"Wales",10,1,2007,2007,"WCBS"
51032,,"ST2643",326000,143000,,"England",10,2,2007,2010,"WCBS"
51033,,"ST3464",334000,164000,,"England",10,8,2007,2019,"WCBS"
51034,,"SO9327",393000,227000,,"England",10,1,2007,2007,"WCBS"
51035,,"SP1521",415000,221000,,"England",10,9,2007,2020,"WCBS"
51036,,"SS8545",285000,145000,,"England",10,1,2007,2007,"WCBS"
51037,,"SH9223",292000,323000,,"Wales",10,2,2007,2008,"WCBS"
51038,,"SJ0120",301000,320000,,"Wales",10,2,2007,2008,"WCBS"
51039,,"TF6106",561000,306000,,"England",10,2,2007,2008,"WCBS"
51040,,"TG0307",603000,307000,,"England",10,2,2007,2020,"WCBS"
51041,,"ST3854",338000,154000,,"England",10,1,2007,2007,"WCBS"
51042,,"ST4125",341000,125000,,"England",10,2,2007,2008,"WCBS"
51043,,"ST4152",341000,152000,,"England",10,2,2007,2020,"WCBS"
51044,,"ST8260",382000,160000,,"England",10,12,2007,2019,"WCBS"
51045,,"SU3087",430000,187000,,"England",10,1,2007,2007,"WCBS"
51046,,"SU5233",452000,133000,,"England",10,1,2007,2007,"WCBS"
51047,,"SU5413",454000,113000,,"England",10,1,2007,2007,"WCBS"
51048,,"SX6768",267000,68000,,"England",10,1,2007,2007,"WCBS"
51049,,"NS5057",250000,657000,,"Scotland",10,3,2010,2014,"WCBS"
51050,,"TR2544",625000,144000,,"England",10,4,2007,2013,"WCBS"
51051,,"SP5310",453000,210000,,"England",10,1,2006,2006,"WCBS"
51052,,"SU6473",464000,173000,,"England",10,1,2006,2006,"WCBS"
51053,,"TL1308",513000,208000,,"England",10,1,2006,2006,"WCBS"
51054,,"TL3850",538000,250000,,"England",10,1,2006,2006,"WCBS"
51055,,"TL4167",541000,267000,,"England",10,1,2006,2006,"WCBS"
51056,,"TL6255",562000,255000,,"England",10,1,2006,2006,"WCBS"
51057,,"D0913",124824,570463,,"Northern Ireland",10,1,2010,2010,"WCBS"
51058,,"J4577",157622,531508,,"Northern Ireland",10,5,2010,2019,"WCBS"
51059,,"TG1008",610000,308000,,"England",10,2,2007,2020,"WCBS"
51060,,"TM1683",616000,283000,,"England",10,2,2007,2008,"WCBS"
51061,,"TQ0837",508000,137000,,"England",10,2,2007,2008,"WCBS"
51062,,"TQ2555",525000,155000,,"England",10,1,2007,2007,"WCBS"
51063,,"TQ3753",537000,153000,,"England",10,1,2007,2007,"WCBS"
51064,,"NT0923",309000,623000,,"Scotland",10,6,2010,2016,"WCBS"
51065,,"SD8239",382000,439000,,"England",10,1,2010,2010,"WCBS"
51066,,"SD9711",397000,411000,,"England",10,7,2010,2020,"WCBS"
51067,,"SH5055",250000,355000,,"Wales",10,10,2010,2020,"WCBS"
51068,,"SJ9520",395000,320000,,"England",10,11,2010,2020,"WCBS"
51069,,"SK0799",407000,399000,,"England",10,8,2010,2019,"WCBS"
51070,,"SK4964",449000,364000,,"England",10,8,2010,2018,"WCBS"
51071,,"SP6473",464000,273000,,"England",10,3,2010,2013,"WCBS"
51072,,"SP7657",476000,257000,,"England",10,7,2010,2020,"WCBS"
51073,,"SS2320",223000,120000,,"England",10,3,2010,2019,"WCBS"
51074,,"ST8719",387000,119000,,"England",10,11,2010,2020,"WCBS"
51075,,"SO5302",353000,202000,,"England",10,11,2010,2020,"WCBS"
51076,,"SO9607",396000,207000,,"England",10,4,2010,2013,"WCBS"
51077,,"SP4952",449000,252000,,"England",10,10,2010,2020,"WCBS"
51078,,"TL2050",520000,250000,,"England",10,11,2010,2020,"WCBS"
51079,,"SU7669",476000,169000,,"England",10,2,2010,2011,"WCBS"
51080,,"SX4672",246000,72000,,"England",10,1,2010,2010,"WCBS"
51081,,"SX6545",265000,45000,,"England",10,11,2010,2020,"WCBS"
51082,,"SZ8696",486000,96000,,"England",10,4,2012,2015,"WCBS"
51083,,"SU9155",491000,155000,,"England",10,1,2011,2011,"WCBS"
51084,,"TQ2638",526000,138000,,"England",10,9,2012,2020,"WCBS"
51085,,"TF5420",554000,320000,,"England",10,5,2012,2016,"WCBS"
51086,,"TQ1085",510000,185000,,"England",10,1,2010,2010,"WCBS"
51087,,"TL7774",577000,274000,,"England",10,4,2011,2016,"WCBS"
51088,,"SP8572",485000,272000,,"England",10,2,2012,2014,"WCBS"
51089,,"SY4694",346000,94000,,"England",10,9,2012,2020,"WCBS"
51090,,"TQ1330",513000,130000,,"England",10,7,2012,2019,"WCBS"
51091,,"NR8964",189000,664000,,"Scotland",10,4,2011,2014,"WCBS"
51092,,"SU6665",466000,165000,,"England",10,3,2012,2014,"WCBS"
51093,,"SU4859",448000,159000,,"England",10,1,2011,2011,"WCBS"
51094,,"SS2924",229000,124000,,"England",10,2,2011,2012,"WCBS"
51095,,"J2626",134348,482302,,"Northern Ireland",10,3,2011,2014,"WCBS"
51096,,"SD7715",377000,415000,,"England",10,10,2011,2020,"WCBS"
51097,,"SN0007",200000,207000,,"Wales",10,1,2011,2011,"WCBS"
51098,,"TG3502",635000,302000,,"England",10,10,2011,2020,"WCBS"
51099,,"NS6010",260000,610000,,"Scotland",10,2,2011,2012,"WCBS"
51100,,"NS3486",234000,686000,,"Scotland",10,1,2011,2011,"WCBS"
51101,,"NS7896",278000,696000,,"Scotland",10,5,2011,2016,"WCBS"
51102,,"NS8275",282000,675000,,"Scotland",10,2,2011,2012,"WCBS"
51103,,"TL3228",532000,228000,,"England",10,1,2011,2011,"WCBS"
51104,,"TF6535",565000,335000,,"England",10,8,2011,2019,"WCBS"
51105,,"NT3808",338000,608000,,"Scotland",10,1,2011,2011,"WCBS"
51106,,"NO3006",330000,706000,,"Scotland",10,2,2011,2013,"WCBS"
51107,,"NS9972",299000,672000,,"Scotland",10,8,2011,2019,"WCBS"
51108,,"NN6350",263000,750000,,"Scotland",10,1,2011,2011,"WCBS"
51109,,"NN3018",230000,718000,,"Scotland",10,1,2011,2011,"WCBS"
51110,,"NR8989",189000,689000,,"Scotland",10,2,2011,2012,"WCBS"
51111,,"NR3072",130000,672000,,"Scotland",10,1,2011,2011,"WCBS"
51112,,"NN9355",293000,755000,,"Scotland",10,1,2011,2011,"WCBS"
51113,,"SH7150",271000,350000,,"Wales",10,5,2012,2016,"WCBS"
51114,,"TF2312",523000,312000,,"England",10,1,2012,2012,"WCBS"
51115,,"TF2517",525000,317000,,"England",10,1,2012,2012,"WCBS"
51116,,"SE5478",454000,478000,,"England",10,1,2012,2012,"WCBS"
51117,,"SU0873",408000,173000,,"England",10,3,2012,2019,"WCBS"
51118,,"SK6889",468000,389000,,"England",10,3,2011,2013,"WCBS"
51119,,"SJ8977",389000,377000,,"England",10,5,2011,2020,"WCBS"
51120,,"SH5263",252000,363000,,"Wales",10,7,2012,2019,"WCBS"
51121,,"NT4164",341000,664000,,"Scotland",10,9,2012,2020,"WCBS"
51122,,"NT2628",326000,628000,,"Scotland",10,1,2011,2011,"WCBS"
51123,,"NY1877",318000,577000,,"Scotland",10,2,2011,2012,"WCBS"
51124,,"H2567",37130,531782,,"Northern Ireland",10,1,2011,2011,"WCBS"
51125,,"NX8364",283000,564000,,"Scotland",10,1,2011,2011,"WCBS"
51126,,"NJ1838",318000,838000,,"Scotland",10,8,2011,2019,"WCBS"
51127,,"SD3545",335000,445000,,"England",10,9,2012,2020,"WCBS"
51128,,"TQ3125",531000,125000,,"England",10,3,2012,2015,"WCBS"
51129,,"SU0605",406000,105000,,"England",10,7,2012,2020,"WCBS"
51130,,"ST5301",353000,101000,,"England",10,8,2012,2020,"WCBS"
51131,,"NO2920",329000,720000,,"Scotland",10,1,2011,2011,"WCBS"
51132,,"NO5258",352000,758000,,"Scotland",10,1,2011,2011,"WCBS"
51133,,"TQ6313",563000,113000,,"England",10,5,2011,2020,"WCBS"
51134,,"SE7063",470000,463000,,"England",10,9,2012,2020,"WCBS"
51135,,"SP9335",493000,235000,,"England",10,7,2012,2019,"WCBS"
51136,,"SU2770",427000,170000,,"England",10,6,2012,2020,"WCBS"
51137,,"NO7368",373000,768000,,"Scotland",10,2,2009,2010,"WCBS"
51138,,"NN0785",207000,785000,,"Scotland",10,8,2009,2020,"WCBS"
51139,,"NY3351",333000,551000,,"England",10,12,2009,2020,"WCBS"
51140,,"NY4736",347000,536000,,"England",10,5,2009,2020,"WCBS"
51141,,"NY8113",381000,513000,,"England",10,7,2009,2020,"WCBS"
51142,,"SP8816",488000,216000,,"England",10,7,2007,2014,"WCBS"
51143,,"SJ3773",337000,373000,,"England",10,10,2009,2019,"WCBS"
51144,,"SJ9268",392000,368000,,"England",10,11,2009,2020,"WCBS"
51145,,"NZ6811",468000,511000,,"England",10,8,2009,2016,"WCBS"
51146,,"SH8064",280000,364000,,"Wales",10,3,2009,2017,"WCBS"
51147,,"SW6425",164000,25000,,"England",10,3,2009,2019,"WCBS"
51148,,"NT0500",305000,600000,,"Scotland",10,10,2009,2018,"WCBS"
51149,,"TL4610",546000,210000,,"England",10,11,2009,2019,"WCBS"
51150,,"TL6023",560000,223000,,"England",10,2,2009,2010,"WCBS"
51151,,"SU4628",446000,128000,,"England",10,10,2009,2020,"WCBS"
51152,,"SU4837",448000,137000,,"England",10,11,2009,2020,"WCBS"
51153,,"SU6162",461000,162000,,"England",10,1,2009,2009,"WCBS"
51154,,"TQ7091",570000,191000,,"England",10,5,2009,2013,"WCBS"
51155,,"NO4228",342000,728000,,"Scotland",10,10,2009,2020,"WCBS"
51156,,"NO4925",349000,725000,,"Scotland",10,3,2009,2012,"WCBS"
51157,,"NJ9302",393000,802000,,"Scotland",10,2,2009,2010,"WCBS"
51158,,"SP6296",462000,296000,,"England",10,6,2009,2016,"WCBS"
51159,,"TF1935",519000,335000,,"England",10,1,2009,2009,"WCBS"
51160,,"SO5407",354000,207000,,"England",10,6,2009,2014,"WCBS"
51161,,"SO5410",354000,210000,,"England",10,3,2009,2011,"WCBS"
51162,,"SO9809",398000,209000,,"England",10,3,2009,2014,"WCBS"
51163,,"SP2326",423000,226000,,"England",10,4,2007,2010,"WCBS"
51164,,"SK3150",431000,350000,,"England",10,10,2009,2020,"WCBS"
51165,,"SS7109",271000,109000,,"England",10,3,2009,2011,"WCBS"
51166,,"SS7418",274000,118000,,"England",10,8,2009,2018,"WCBS"
51167,,"ST2109",321000,109000,,"England",10,2,2009,2013,"WCBS"
51168,,"SX6191",261000,91000,,"England",10,1,2009,2009,"WCBS"
51169,,"SY0694",306000,94000,,"England",10,6,2009,2014,"WCBS"
51170,,"SY0994",309000,94000,,"England",10,5,2009,2013,"WCBS"
51171,,"SY1495",314000,95000,,"England",10,6,2009,2014,"WCBS"
51172,,"ST3701",337000,101000,,"England",10,8,2009,2020,"WCBS"
51173,,"SY5089",350000,89000,,"England",10,8,2009,2020,"WCBS"
51174,,"SY7295",372000,95000,,"England",10,5,2009,2013,"WCBS"
51175,,"TG1139",611000,339000,,"England",10,14,2007,2020,"WCBS"
51176,,"SU6633",466000,133000,,"England",10,10,2009,2020,"WCBS"
51177,,"SU6833",468000,133000,,"England",10,11,2007,2019,"WCBS"
51178,,"SZ3883",438000,83000,,"England",10,1,2009,2009,"WCBS"
51179,,"TQ9747",597000,147000,,"England",10,13,2007,2020,"WCBS"
51180,,"TQ9840",598000,140000,,"England",10,12,2009,2020,"WCBS"
51181,,"TR1138",611000,138000,,"England",10,6,2009,2014,"WCBS"
51182,,"TR2236",622000,136000,,"England",10,2,2009,2011,"WCBS"
51183,,"SD4824",348000,424000,,"England",10,1,2009,2009,"WCBS"
51184,,"SD7152",371000,452000,,"England",10,11,2009,2019,"WCBS"
51185,,"SP5382",453000,282000,,"England",10,2,2009,2010,"WCBS"
51186,,"NT4575",345000,675000,,"Scotland",10,8,2009,2016,"WCBS"
51187,,"TQ2688",526000,188000,,"England",10,10,2009,2019,"WCBS"
51188,,"TQ2782",527000,182000,,"England",10,10,2009,2020,"WCBS"
51189,,"NT2764",327000,664000,,"Scotland",10,5,2009,2014,"WCBS"
51190,,"TQ2050",520000,150000,,"England",10,6,2009,2014,"WCBS"
51191,,"SU7619",476000,119000,,"England",10,2,2009,2011,"WCBS"
51192,,"SU8204",482000,104000,,"England",10,9,2009,2019,"WCBS"
51193,,"ST7650",376000,150000,,"England",10,2,2007,2009,"WCBS"
51194,,"NS6042",260000,642000,,"Scotland",10,3,2009,2011,"WCBS"
51195,,"SJ7546",375000,346000,,"England",10,1,2009,2009,"WCBS"
51196,,"SK0061",400000,361000,,"England",10,1,2009,2009,"WCBS"
51197,,"TL8271",582000,271000,,"England",10,6,2009,2020,"WCBS"
51198,,"TM1666",616000,266000,,"England",10,10,2009,2018,"WCBS"
51199,,"TM4069",640000,269000,,"England",10,4,2009,2014,"WCBS"
51200,,"TM5397",653000,297000,,"England",10,2,2009,2010,"WCBS"
51201,,"TQ0047",500000,147000,,"England",10,1,2009,2009,"WCBS"
51202,,"SK9803",498000,303000,,"England",10,2,2009,2013,"WCBS"
51203,,"SP5160",451000,260000,,"England",10,12,2009,2020,"WCBS"
51204,,"SP5846",458000,246000,,"England",10,3,2009,2014,"WCBS"
51205,,"SK5830",458000,330000,,"England",10,4,2009,2012,"WCBS"
51206,,"SP2514",425000,214000,,"England",10,2,2009,2010,"WCBS"
51207,,"NT2554",325000,654000,,"Scotland",10,8,2009,2018,"WCBS"
51208,,"SM9737",197000,237000,,"Wales",10,6,2009,2019,"WCBS"
51209,,"NY7968",379000,568000,,"England",10,1,2008,2008,"WCBS"
51210,,"TQ1520",515000,120000,,"England",10,5,2008,2014,"WCBS"
51211,,"TQ1819",518000,119000,,"England",10,14,2007,2020,"WCBS"
51212,,"TQ1932",519000,132000,,"England",10,7,2009,2019,"WCBS"
51213,,"TQ3128",531000,128000,,"England",10,2,2009,2011,"WCBS"
51214,,"TQ3821",538000,121000,,"England",10,6,2008,2013,"WCBS"
51215,,"TQ4900",549000,100000,,"England",10,10,2009,2020,"WCBS"
51216,,"TQ6412",564000,112000,,"England",10,3,2009,2013,"WCBS"
51217,,"TQ6608",566000,108000,,"England",10,8,2009,2020,"WCBS"
51218,,"TQ7220",572000,120000,,"England",10,5,2009,2014,"WCBS"
51219,,"TQ7611",576000,111000,,"England",10,8,2009,2016,"WCBS"
51220,,"SP1267",412000,267000,,"England",10,10,2009,2020,"WCBS"
51221,,"SP5078",450000,278000,,"England",10,2,2009,2010,"WCBS"
51222,,"ST8068",380000,168000,,"England",10,1,2009,2009,"WCBS"
51223,,"SP1954",419000,254000,,"England",10,1,2009,2009,"WCBS"
51224,,"SD9734",397000,434000,,"England",10,4,2009,2013,"WCBS"
51225,,"SE6418",464000,418000,,"England",10,1,2009,2009,"WCBS"
51226,,"SK3697",436000,397000,,"England",10,1,2009,2009,"WCBS"
51227,,"SK5280",452000,380000,,"England",10,9,2009,2017,"WCBS"
51228,,"NS5408",254000,608000,,"Scotland",10,3,2009,2012,"WCBS"
51229,,"SO7907",379000,207000,,"England",10,1,2006,2006,"WCBS"
51230,,"NG3960",139000,860000,,"Scotland",10,2,2007,2008,"WCBS"
51231,,"NH7295",272000,895000,,"Scotland",10,2,2007,2013,"WCBS"
51232,,"ST0320",303000,120000,,"England",10,5,2007,2014,"WCBS"
51233,,"SO8711",387000,211000,,"England",10,1,2007,2007,"WCBS"
51234,,"SS8343",283000,143000,,"England",10,2,2007,2008,"WCBS"
51235,,"SS8941",289000,141000,,"England",10,2,2007,2008,"WCBS"
51236,,"SJ0318",303000,318000,,"Wales",10,2,2007,2008,"WCBS"
51237,,"SJ5413",354000,313000,,"England",10,1,2007,2007,"WCBS"
51238,,"SK7117",471000,317000,,"England",10,1,2007,2007,"WCBS"
51239,,"TF7133",571000,333000,,"England",10,2,2007,2018,"WCBS"
51240,,"ST5274",352000,174000,,"England",10,10,2007,2020,"WCBS"
51241,,"ST5519",355000,119000,,"England",10,1,2007,2007,"WCBS"
51242,,"ST5564",355000,164000,,"England",10,1,2007,2007,"WCBS"
51243,,"ST6729",367000,129000,,"England",10,2,2007,2008,"WCBS"
51244,,"TQ7445",574000,145000,,"England",10,2,2007,2008,"WCBS"
51245,,"NJ7956",379000,856000,,"Scotland",10,1,2010,2010,"WCBS"
51246,,"TR2754",627000,154000,,"England",10,1,2007,2007,"WCBS"
51247,,"SY7881",378000,81000,,"England",10,1,2006,2006,"WCBS"
51248,,"SY8181",381000,81000,,"England",10,1,2006,2006,"WCBS"
51249,,"TL1008",510000,208000,,"England",10,4,2006,2016,"WCBS"
51250,,"TL3064",530000,264000,,"England",10,1,2006,2006,"WCBS"
51251,,"TL3767",537000,267000,,"England",10,1,2006,2006,"WCBS"
51252,,"TQ2021",520000,121000,,"England",10,1,2006,2006,"WCBS"
51253,,"SJ4448",344000,348000,,"England",10,8,2013,2020,"WCBS"
51255,,"H9725",105356,483767,,"Northern Ireland",10,1,2010,2010,"WCBS"
51256,,"TL0275",502000,275000,,"England",10,2,2007,2010,"WCBS"
51257,,"TL8203",582000,203000,,"England",10,1,2007,2007,"WCBS"
51258,,"TM1091",610000,291000,,"England",10,2,2007,2020,"WCBS"
51259,,"TQ3048",530000,148000,,"England",10,1,2007,2007,"WCBS"
51260,,"SN5984",259000,284000,,"Wales",10,9,2010,2018,"WCBS"
51261,,"SE2611",426000,411000,,"England",10,1,2010,2010,"WCBS"
51262,,"SE6318",463000,418000,,"England",10,3,2010,2013,"WCBS"
51263,,"SJ7891",378000,391000,,"England",10,11,2010,2020,"WCBS"
51264,,"SP9931",499000,231000,,"England",10,11,2010,2020,"WCBS"
51265,,"ST6695",366000,195000,,"England",10,11,2010,2020,"WCBS"
51266,,"ST7637",376000,137000,,"England",10,9,2010,2020,"WCBS"
51267,,"SO8933",389000,233000,,"England",10,11,2010,2020,"WCBS"
51268,,"SX4068",240000,68000,,"England",10,5,2010,2020,"WCBS"
51269,,"TF9434",594000,334000,,"England",10,9,2010,2020,"WCBS"
51270,,"TQ3331",533000,131000,,"England",10,7,2010,2016,"WCBS"
51271,,"TQ4118",541000,118000,,"England",10,1,2010,2010,"WCBS"
51272,,"TQ5317",553000,117000,,"England",10,11,2010,2020,"WCBS"
51273,,"TQ2759",527000,159000,,"England",10,11,2010,2020,"WCBS"
51274,,"ST0666",306000,166000,,"Wales",10,3,2012,2014,"WCBS"
51275,,"TQ2436",524000,136000,,"England",10,10,2011,2020,"WCBS"
51276,,"SD5217",352000,417000,,"England",10,4,2012,2015,"WCBS"
